id,dateTime,answer,selectedTarget,correct,responseTime,targetAmount,answerId,targetId,colors
53,2024/11/6 11:16,green,no,1,1726,8,-1,-1,gray|yellow|pink|yellow-red|red|purple|blue-green|yellow-green
54,2024/11/6 11:16,blue,blue,1,1991,8,6,6,red-purple|yellow|red|gray|purple|yellow-green|blue|yellow-red
55,2024/11/6 11:16,yellow-green,yellow-green,1,1885,8,6,6,yellow|blue|pink|red|blue-green|yellow-red|yellow-green|purple
56,2024/11/6 11:16,purple,purple,1,1620,8,6,6,gray|yellow|red|blue-green|yellow-green|blue|purple|pink
57,2024/11/6 11:16,yellow-red,yellow-red,1,1536,8,6,6,blue|yellow-green|blue-green|purple-blue|red|gray|yellow-red|pink
58,2024/11/6 11:16,yellow,yellow,1,2513,8,3,3,pink|yellow-red|blue|yellow|purple|red|yellow-green|purple-blue
59,2024/11/6 11:16,blue,no,1,1974,8,-1,-1,purple|red-purple|blue-green|purple-blue|pink|yellow-red|green|gray
60,2024/11/6 11:16,purple-blue,no,1,1617,8,-1,-1,yellow-green|red|blue|red-purple|pink|yellow|blue-green|yellow-red
61,2024/11/6 11:17,pink,pink,1,1432,6,1,1,yellow|pink|yellow-red|green|blue-green|red
62,2024/11/6 11:17,purple-blue,purple-blue,1,1199,6,4,4,green|red|yellow|blue-green|purple-blue|pink
63,2024/11/6 11:17,yellow,no,1,1521,6,-1,-1,yellow-green|pink|red-purple|purple|blue-green|gray
64,2024/11/6 11:17,red-purple,pink,0,1919,6,-1,2,yellow-red|gray|pink|purple|purple-blue|green
65,2024/11/6 11:17,green,no,1,3668,6,-1,-1,yellow|blue-green|blue|yellow-red|pink|gray
66,2024/11/6 11:17,blue,blue,1,1755,6,1,1,pink|blue|purple|blue-green|purple-blue|yellow
67,2024/11/6 11:17,green,green,1,1661,6,4,4,gray|yellow-green|pink|blue|green|yellow-red
68,2024/11/6 11:17,gray,no,1,1388,6,-1,-1,red-purple|purple|green|yellow-green|purple-blue|pink
69,2024/11/6 11:17,yellow-red,no,1,1471,6,-1,-1,green|blue|pink|purple-blue|yellow|blue-green
70,2024/11/6 11:18,blue-green,blue-green,1,1604,6,3,3,red-purple|pink|gray|blue-green|yellow-red|yellow-green
71,2024/11/6 11:18,blue-green,no,1,2519,6,-1,-1,pink|blue|yellow-green|green|yellow|red-purple
72,2024/11/6 11:18,red,red,1,1588,6,2,2,blue-green|gray|red|yellow-green|red-purple|yellow-red
73,2024/11/6 11:18,yellow-green,yellow-green,1,1368,6,0,0,yellow-green|blue-green|green|red|purple-blue|pink
74,2024/11/6 11:18,pink,no,1,1471,6,-1,-1,blue|yellow|yellow-green|blue-green|purple|purple-blue
75,2024/11/6 11:18,pink,pink,1,1714,6,2,2,purple|gray|pink|yellow-red|blue|red
76,2024/11/6 11:18,blue,no,1,1445,6,-1,-1,purple-blue|red|blue-green|pink|yellow-green|gray
77,2024/11/6 11:18,yellow-green,no,1,1783,6,-1,-1,purple-blue|green|blue|gray|red-purple|pink
78,2024/11/6 11:18,yellow-red,yellow-red,1,1447,6,2,2,purple-blue|blue|yellow-red|red-purple|red|yellow
79,2024/11/6 11:19,purple,no,1,3022,6,-1,-1,red|purple-blue|gray|pink|green|yellow-green
80,2024/11/6 11:19,gray,no,1,1624,6,-1,-1,yellow|green|blue-green|red|blue|pink
81,2024/11/6 11:21,purple-blue,purple-blue,1,1561,8,3,3,yellow-green|purple|gray|purple-blue|yellow-red|blue-green|red-purple|yellow
82,2024/11/6 11:21,red-purple,red-purple,1,2811,8,2,2,yellow|purple|red-purple|blue-green|yellow-green|red|pink|blue
83,2024/11/6 11:22,green,blue-green,0,2918,8,-1,0,blue-green|purple-blue|pink|yellow|yellow-green|purple|blue|yellow-red
84,2024/11/6 11:22,purple-blue,no,1,1699,8,-1,-1,pink|gray|red|yellow-green|purple|yellow-red|yellow|blue
85,2024/11/6 11:22,blue-green,blue-green,1,1668,8,2,2,green|purple|blue-green|red-purple|purple-blue|pink|blue|red
86,2024/11/6 11:22,yellow-red,no,1,1750,8,-1,-1,yellow-green|pink|red|gray|purple-blue|blue-green|purple|red-purple
87,2024/11/6 11:22,blue,blue,1,1643,8,6,6,purple-blue|green|yellow-green|yellow-red|red-purple|red|blue|pink
88,2024/11/6 11:22,purple-blue,no,1,1329,8,-1,-1,yellow-red|pink|red-purple|green|yellow-green|blue|gray|yellow
89,2024/11/6 11:22,red-purple,red-purple,1,2116,8,4,4,purple|green|yellow-green|purple-blue|red-purple|blue-green|pink|gray
90,2024/11/6 11:22,yellow,yellow,1,1288,8,7,7,blue-green|purple|purple-blue|blue|gray|pink|yellow-green|yellow
91,2024/11/6 11:23,blue-green,blue-green,1,1483,8,3,3,purple|yellow|pink|blue-green|green|blue|yellow-red|yellow-green
92,2024/11/6 11:23,yellow-green,yellow-green,1,2020,8,0,0,yellow-green|blue|pink|green|yellow|red|blue-green|purple-blue
93,2024/11/6 11:23,green,no,1,2003,8,-1,-1,yellow-green|red|blue|purple-blue|red-purple|blue-green|yellow|pink
94,2024/11/6 11:23,yellow-red,yellow-red,1,1357,8,4,4,gray|red|green|pink|yellow-red|purple|red-purple|blue-green
95,2024/11/6 11:23,red,no,1,1564,8,-1,-1,blue-green|pink|green|purple-blue|red-purple|yellow-green|gray|blue
96,2024/11/6 11:23,purple,purple,1,1216,8,6,6,gray|yellow-green|blue|pink|red|yellow|purple|yellow-red
97,2024/11/6 11:23,pink,pink,1,1258,8,7,7,red|purple|yellow-green|yellow-red|blue|yellow|green|pink
98,2024/11/6 11:23,green,blue-green,0,3140,8,-1,5,yellow-red|red-purple|blue|yellow|gray|blue-green|purple|red
99,2024/11/6 11:24,blue-green,blue-green,1,3187,8,7,7,yellow-green|red-purple|gray|yellow-red|blue|pink|red|blue-green
100,2024/11/6 11:24,gray,gray,1,1962,8,4,4,purple|blue-green|blue|yellow-green|gray|yellow-red|pink|green
101,2024/11/6 11:24,blue,no,1,1507,6,-1,-1,yellow-red|pink|purple|red|gray|yellow-green
102,2024/11/6 11:24,blue-green,blue-green,1,1684,6,2,2,purple|yellow-red|blue-green|red-purple|green|purple-blue
103,2024/11/6 11:24,red,red,1,1590,6,5,5,yellow-green|blue|red-purple|yellow-red|gray|red
104,2024/11/6 11:24,blue-green,blue-green,1,1362,6,1,1,red-purple|blue-green|blue|gray|pink|purple-blue
105,2024/11/6 11:24,yellow-red,no,1,1570,6,-1,-1,purple|red|yellow|pink|red-purple|green
106,2024/11/6 11:24,purple,purple,1,1164,6,4,4,gray|purple-blue|yellow-red|red|purple|red-purple
107,2024/11/6 11:24,red-purple,red-purple,1,1509,6,2,2,blue|pink|red-purple|purple-blue|green|blue-green
108,2024/11/6 11:25,yellow,yellow,1,1269,6,4,4,yellow-green|yellow-red|blue-green|purple|yellow|red-purple
109,2024/11/6 11:25,red-purple,red-purple,1,1318,6,3,3,yellow-green|gray|purple-blue|red-purple|purple|red
110,2024/11/6 11:25,blue-green,no,1,3079,6,-1,-1,pink|blue|purple-blue|purple|red|green
111,2024/11/6 11:25,red,red,1,1523,6,2,2,yellow-red|blue-green|red|gray|green|purple
112,2024/11/6 11:25,yellow-red,no,1,1262,6,-1,-1,blue|green|pink|yellow-green|blue-green|purple-blue
113,2024/11/6 11:25,yellow-green,yellow-green,1,3582,6,1,1,yellow|yellow-green|gray|purple|red-purple|green
114,2024/11/6 11:25,green,green,1,3267,6,0,0,green|pink|purple|blue-green|yellow|red-purple
115,2024/11/6 11:25,blue-green,no,0,2631,6,1,-1,red|blue-green|yellow-red|red-purple|pink|blue
116,2024/11/6 11:26,red,no,1,1448,6,-1,-1,yellow|gray|yellow-red|blue-green|pink|purple
117,2024/11/6 11:26,pink,pink,1,1690,6,3,3,gray|red-purple|purple|pink|red|blue-green
118,2024/11/6 11:26,pink,no,1,2313,6,-1,-1,red-purple|purple-blue|blue-green|yellow-green|purple|yellow
119,2024/11/6 11:26,purple,purple,1,1702,6,1,1,yellow|purple|yellow-green|gray|purple-blue|green
120,2024/11/6 11:26,blue,no,1,1700,6,-1,-1,yellow-red|pink|blue-green|gray|purple-blue|red
121,2024/11/6 13:15,yellow-green,no,1,1317,6,-1,-1,purple|blue|yellow|red|red-purple|pink
122,2024/11/6 13:15,red,no,1,2204,6,-1,-1,yellow-green|purple|blue-green|blue|red-purple|yellow-red
123,2024/11/6 13:15,blue,blue,1,1288,6,0,0,blue|gray|yellow-green|yellow|purple|green
124,2024/11/6 13:15,green,green,1,1452,6,1,1,purple-blue|green|purple|pink|red|gray
125,2024/11/6 13:15,blue,blue,1,1743,6,2,2,blue-green|yellow-green|blue|pink|purple-blue|yellow
126,2024/11/6 13:15,green,green,1,1973,6,2,2,blue-green|red-purple|green|yellow-green|gray|red
127,2024/11/6 13:15,yellow-green,no,1,1529,6,-1,-1,yellow-red|green|pink|blue|red|red-purple
128,2024/11/6 13:15,blue,no,1,1189,6,-1,-1,yellow|yellow-red|yellow-green|gray|red|pink
129,2024/11/6 13:16,blue-green,no,1,1670,6,-1,-1,blue|yellow|green|purple|pink|purple-blue
130,2024/11/6 13:16,purple-blue,purple-blue,1,1314,6,5,5,yellow-red|red-purple|blue-green|pink|gray|purple-blue
131,2024/11/6 13:16,purple,no,1,1277,6,-1,-1,yellow-red|purple-blue|green|blue-green|blue|yellow
132,2024/11/6 13:16,yellow,no,1,1216,6,-1,-1,gray|purple|purple-blue|pink|red-purple|blue
133,2024/11/6 13:16,gray,gray,1,1240,6,1,1,yellow|gray|pink|red-purple|blue|purple
134,2024/11/6 13:16,purple,no,1,1509,6,-1,-1,yellow-red|pink|yellow|blue-green|gray|red
135,2024/11/6 13:16,purple,purple,1,1815,6,3,3,red-purple|purple-blue|green|purple|blue|yellow-red
136,2024/11/6 13:16,blue-green,blue-green,1,1450,6,5,5,blue|gray|red-purple|pink|purple-blue|blue-green
137,2024/11/6 13:16,red-purple,no,1,1310,6,-1,-1,green|yellow-red|yellow-green|purple-blue|blue|red
138,2024/11/6 13:17,yellow-green,yellow-green,1,1487,6,3,3,purple|gray|red-purple|yellow-green|blue-green|blue
139,2024/11/6 13:17,red,no,1,1161,6,-1,-1,purple-blue|yellow-green|gray|pink|blue-green|purple
140,2024/11/6 13:17,pink,pink,1,1147,6,2,2,blue|yellow-red|pink|purple-blue|yellow|purple
141,2024/11/6 13:17,red,red,1,1060,8,7,7,yellow|gray|purple|blue-green|pink|purple-blue|yellow-green|red
142,2024/11/6 13:17,yellow,no,1,1839,8,-1,-1,yellow-red|pink|purple|yellow-green|green|gray|blue-green|red-purple
143,2024/11/6 13:17,green,green,1,1262,8,5,5,purple|yellow-red|pink|yellow|red|green|purple-blue|blue-green
144,2024/11/6 13:17,green,green,1,1582,8,5,5,red|purple-blue|yellow-red|blue-green|purple|green|blue|gray
145,2024/11/6 13:17,purple-blue,purple,0,1492,8,5,4,yellow|yellow-green|red-purple|blue-green|purple|purple-blue|pink|green
146,2024/11/6 13:17,purple-blue,purple-blue,1,1585,8,7,7,green|yellow|purple|blue|red|blue-green|red-purple|purple-blue
147,2024/11/6 13:18,red-purple,red-purple,1,2431,8,6,6,yellow-green|purple-blue|pink|purple|yellow|yellow-red|red-purple|red
148,2024/11/6 13:18,purple-blue,purple-blue,1,2186,8,1,1,red|purple-blue|purple|green|blue-green|pink|red-purple|blue
149,2024/11/6 13:18,yellow-red,yellow-red,1,1758,8,5,5,yellow-green|red-purple|blue|green|red|yellow-red|yellow|blue-green
150,2024/11/6 13:18,yellow,yellow,1,1246,8,7,7,pink|yellow-red|purple|red|blue|blue-green|purple-blue|yellow
151,2024/11/6 13:18,yellow-red,yellow-red,1,1180,8,6,6,purple-blue|green|blue|yellow-green|purple|pink|yellow-red|yellow
152,2024/11/6 13:18,yellow-red,yellow-red,1,1557,8,0,0,yellow-red|red-purple|blue-green|pink|yellow|red|blue|green
153,2024/11/6 13:18,purple,purple-blue,0,2413,8,-1,6,blue|red|green|pink|yellow-red|gray|purple-blue|blue-green
154,2024/11/6 13:18,red-purple,red-purple,1,2651,8,2,2,blue|gray|red-purple|red|blue-green|green|purple-blue|pink
155,2024/11/6 13:19,red-purple,no,1,1306,8,-1,-1,yellow-red|purple|yellow|blue-green|blue|yellow-green|gray|purple-blue
156,2024/11/6 13:19,red-purple,red-purple,1,2845,8,5,5,blue|yellow-green|purple|green|pink|red-purple|red|purple-blue
157,2024/11/6 13:19,pink,pink,1,2063,8,7,7,blue|purple-blue|purple|blue-green|yellow|red-purple|red|pink
158,2024/11/6 13:19,purple-blue,purple-blue,1,2124,8,4,4,yellow-green|purple|gray|pink|purple-blue|yellow-red|green|red-purple
159,2024/11/6 13:19,blue,blue,1,1253,8,1,1,green|blue|purple|red-purple|yellow-red|yellow-green|pink|gray
160,2024/11/6 13:19,red,red,1,2667,8,6,6,red-purple|purple|gray|pink|green|yellow-red|red|blue
161,2024/11/6 13:21,blue-green,no,1,1164,6,-1,-1,yellow-red|yellow|yellow-green|pink|blue|purple
162,2024/11/6 13:22,yellow,no,1,1297,6,-1,-1,blue|pink|yellow-green|purple-blue|purple|gray
163,2024/11/6 13:22,purple,no,1,1375,6,-1,-1,yellow-green|green|yellow-red|blue-green|pink|red
164,2024/11/6 13:22,blue,no,1,1168,6,-1,-1,green|pink|gray|yellow-green|red-purple|yellow-red
165,2024/11/6 13:22,purple-blue,purple-blue,1,1584,6,2,2,yellow-green|red-purple|purple-blue|gray|yellow|green
166,2024/11/6 13:22,blue-green,blue-green,1,1234,6,4,4,red-purple|purple-blue|yellow-green|gray|blue-green|yellow
167,2024/11/6 13:22,purple-blue,no,1,1216,6,-1,-1,red-purple|gray|blue|yellow|blue-green|yellow-green
168,2024/11/6 13:22,green,no,1,1125,6,-1,-1,red|yellow-green|red-purple|gray|purple-blue|yellow-red
169,2024/11/6 13:22,pink,no,1,1414,6,-1,-1,purple|purple-blue|green|yellow-green|red-purple|yellow
170,2024/11/6 13:22,gray,gray,1,1133,6,0,0,gray|red-purple|green|red|pink|purple-blue
171,2024/11/6 13:23,blue-green,blue-green,1,1771,6,3,3,red|yellow-red|green|blue-green|pink|red-purple
172,2024/11/6 13:23,blue-green,no,1,1774,6,-1,-1,green|blue|gray|red|purple-blue|yellow
173,2024/11/6 13:23,purple,no,1,2060,6,-1,-1,yellow-green|green|yellow-red|pink|yellow|blue-green
174,2024/11/6 13:23,red-purple,pink,0,2488,6,-1,3,red|yellow-green|blue|pink|yellow|purple
175,2024/11/6 13:23,purple,purple,1,1537,6,5,5,gray|purple-blue|blue-green|blue|red|purple
176,2024/11/6 13:23,yellow-red,no,1,1271,6,-1,-1,red-purple|red|gray|blue-green|green|purple
177,2024/11/6 13:23,red-purple,no,1,1214,6,-1,-1,purple|yellow-green|green|blue|gray|red
178,2024/11/6 13:23,blue,blue,1,1608,6,2,2,yellow-green|red-purple|blue|purple-blue|blue-green|purple
179,2024/11/6 13:23,yellow,yellow,1,1256,6,1,1,yellow-green|yellow|green|blue-green|blue|purple
180,2024/11/6 13:24,yellow-green,no,1,1253,6,-1,-1,yellow|red|blue|red-purple|blue-green|gray
181,2024/11/6 13:24,yellow-red,yellow-red,1,1174,8,5,5,green|red-purple|blue-green|pink|gray|yellow-red|yellow|blue
182,2024/11/6 13:24,red-purple,red-purple,1,2888,8,3,3,yellow-red|red|purple|red-purple|yellow-green|blue-green|gray|green
183,2024/11/6 13:24,purple-blue,purple,0,1609,8,5,0,purple|gray|yellow|blue|yellow-green|purple-blue|yellow-red|red
184,2024/11/6 13:24,green,green,1,1456,8,1,1,gray|green|blue-green|red-purple|blue|yellow-green|yellow|purple
185,2024/11/6 13:24,gray,no,1,1152,8,-1,-1,yellow|pink|purple-blue|purple|blue|yellow-red|red-purple|blue-green
186,2024/11/6 13:24,purple-blue,purple-blue,1,2042,8,3,3,yellow-red|gray|yellow|purple-blue|pink|purple|blue|yellow-green
187,2024/11/6 13:24,yellow-red,no,1,1263,8,-1,-1,purple-blue|green|yellow-green|blue-green|blue|red-purple|gray|yellow
188,2024/11/6 13:24,purple,no,1,1160,8,-1,-1,yellow-green|yellow-red|yellow|blue|blue-green|gray|red-purple|green
189,2024/11/6 13:25,yellow-green,yellow-green,1,2263,8,6,6,blue|green|yellow-red|gray|red|red-purple|yellow-green|blue-green
190,2024/11/6 13:25,gray,gray,1,1170,8,5,5,blue-green|red|red-purple|purple|yellow|gray|yellow-red|purple-blue
191,2024/11/6 13:25,yellow-red,yellow-red,1,1179,8,1,1,pink|yellow-red|red-purple|yellow|blue-green|purple-blue|blue|gray
192,2024/11/6 13:25,red-purple,pink,0,1965,8,7,2,purple|blue|pink|green|purple-blue|yellow-red|blue-green|red-purple
193,2024/11/6 13:25,yellow,yellow-green,0,3151,8,0,5,yellow|blue|green|gray|pink|yellow-green|purple-blue|red
194,2024/11/6 13:25,gray,no,1,1300,8,-1,-1,purple|red-purple|blue-green|red|purple-blue|yellow-green|blue|green
195,2024/11/6 13:25,green,green,1,2214,8,7,7,purple-blue|blue-green|yellow-red|red|yellow|red-purple|blue|green
196,2024/11/6 13:25,red-purple,red-purple,1,2478,8,0,0,red-purple|green|purple-blue|yellow-red|yellow|pink|blue-green|gray
197,2024/11/6 13:25,red-purple,red-purple,1,1791,8,2,2,gray|yellow-red|red-purple|blue|yellow|purple-blue|green|purple
198,2024/11/6 13:26,red-purple,red-purple,1,2917,8,1,1,gray|red-purple|purple-blue|yellow-green|yellow-red|blue|pink|blue-green
199,2024/11/6 13:26,yellow-green,yellow-green,1,2138,8,0,0,yellow-green|purple|green|red-purple|red|purple-blue|blue-green|gray
200,2024/11/6 13:26,purple,no,1,3147,8,-1,-1,yellow-green|green|blue|gray|pink|red|yellow|purple-blue
201,2024/11/6 13:34,red-purple,red-purple,1,1936,6,3,3,purple|yellow-red|yellow|red-purple|gray|blue
202,2024/11/6 13:34,green,green,1,1546,6,4,4,yellow-green|pink|yellow|blue|green|blue-green
203,2024/11/6 13:34,gray,gray,1,1031,6,2,2,blue-green|blue|gray|red|purple-blue|yellow
204,2024/11/6 13:34,yellow-green,no,1,1143,6,-1,-1,yellow|blue|gray|purple-blue|purple|red
205,2024/11/6 13:35,pink,pink,1,1041,6,4,4,green|yellow-red|purple|red|pink|blue
206,2024/11/6 13:35,red-purple,no,1,1089,6,-1,-1,gray|purple-blue|blue|yellow|purple|blue-green
207,2024/11/6 13:35,purple-blue,purple,0,1230,6,4,0,purple|yellow-red|blue|pink|purple-blue|red-purple
208,2024/11/6 13:35,blue-green,blue-green,1,1203,6,2,2,yellow-green|red-purple|blue-green|yellow-red|purple|blue
209,2024/11/6 13:35,green,green,1,1906,6,2,2,yellow-green|yellow|green|blue|blue-green|gray
210,2024/11/6 13:35,yellow-red,yellow-red,1,1275,6,2,2,red|green|yellow-red|yellow-green|purple|blue
211,2024/11/6 13:35,blue,no,1,1248,6,-1,-1,purple-blue|purple|red-purple|pink|green|yellow-red
212,2024/11/6 13:35,blue-green,no,1,1060,6,-1,-1,pink|purple-blue|yellow-red|yellow|gray|red
213,2024/11/6 13:35,red,red,1,1387,6,1,1,blue-green|red|yellow-green|green|purple|blue
214,2024/11/6 13:35,yellow-green,yellow-green,1,1201,6,0,0,yellow-green|blue-green|gray|purple|blue|red
215,2024/11/6 13:36,red-purple,red-purple,1,1429,6,4,4,yellow-green|gray|pink|yellow-red|red-purple|purple-blue
216,2024/11/6 13:36,purple-blue,purple-blue,1,1399,6,0,0,purple-blue|blue-green|green|red-purple|yellow-green|pink
217,2024/11/6 13:36,purple,no,1,1995,6,-1,-1,yellow-green|blue|red|pink|yellow-red|red-purple
218,2024/11/6 13:36,gray,gray,1,1133,6,2,2,yellow-red|yellow-green|gray|blue|blue-green|pink
219,2024/11/6 13:36,gray,gray,1,1104,6,3,3,purple-blue|red|pink|gray|blue|purple
220,2024/11/6 13:36,green,green,1,1014,6,5,5,gray|red|red-purple|yellow|pink|green
221,2024/11/6 13:36,red-purple,red-purple,1,1167,8,6,6,gray|yellow-green|blue|blue-green|green|purple-blue|red-purple|yellow-red
222,2024/11/6 13:36,purple-blue,purple-blue,1,2036,8,6,6,yellow|red-purple|blue-green|yellow-red|red|blue|purple-blue|purple
223,2024/11/6 13:36,yellow-red,yellow-red,1,1947,8,4,4,blue|purple|yellow|blue-green|yellow-red|red-purple|pink|red
224,2024/11/6 13:37,green,green,1,2093,8,5,5,pink|yellow|purple-blue|gray|yellow-green|green|blue|purple
225,2024/11/6 13:37,purple-blue,purple-blue,1,1246,8,6,6,green|blue|red|yellow-red|pink|yellow|purple-blue|yellow-green
226,2024/11/6 13:37,yellow-red,yellow-red,1,1213,8,1,1,blue|yellow-red|blue-green|red-purple|yellow-green|pink|green|purple
227,2024/11/6 13:37,yellow,yellow,1,1186,8,2,2,yellow-green|yellow-red|yellow|blue|gray|red-purple|green|purple-blue
228,2024/11/6 13:37,blue-green,green,0,1367,8,5,3,yellow-red|red|purple|green|red-purple|blue-green|purple-blue|pink
229,2024/11/6 13:37,yellow,yellow,1,1265,8,3,3,purple-blue|pink|purple|yellow|blue|yellow-green|red-purple|gray
230,2024/11/6 13:37,pink,pink,1,1779,8,6,6,blue-green|yellow|red-purple|blue|red|yellow-red|pink|purple
231,2024/11/6 13:37,purple-blue,purple-blue,1,1255,8,2,2,yellow-green|yellow|purple-blue|green|pink|blue|blue-green|red-purple
